id,dataset,question,answer,chunk,explanations,meta
5a8fafb15542992414482b3f,hotpotqa-distractor,Which movement was lead by the poet who is included among those David S. Reynolds is an expert on?,transcendentalist,"{'text': 'David S. Reynolds (born 1948) is an American literary critic, biographer, and historian noted for his writings on American literature and culture.  He is the author or editor of fifteen books, and an expert on the Civil War era—including figures such as Walt Whitman, Abraham Lincoln, Herman Melville, Nathaniel Hawthorne, Edgar Allan Poe, Ralph Waldo Emerson, Henry David Thoreau, Emily Dickinson, Harriet Beecher Stowe, George Lippard, and John Brown. Ralph Waldo Emerson (May 25, 1803 – April 27, 1882) was an American essayist, lecturer, and poet who led the transcendentalist movement of the mid-19th century.', 'provenance': [{'title': 'David S. Reynolds', 'sent_idx': 0, 'sentence': 'David S. Reynolds (born 1948) is an American literary critic, biographer, and historian noted for his writings on American literature and culture.'}, {'title': 'David S. Reynolds', 'sent_idx': 1, 'sentence': ' He is the author or editor of fifteen books, and an expert on the Civil War era—including figures such as Walt Whitman, Abraham Lincoln, Herman Melville, Nathaniel Hawthorne, Edgar Allan Poe, Ralph Waldo Emerson, Henry David Thoreau, Emily Dickinson, Harriet Beecher Stowe, George Lippard, and John Brown.'}, {'title': 'Ralph Waldo Emerson', 'sent_idx': 0, 'sentence': 'Ralph Waldo Emerson (May 25, 1803 – April 27, 1882) was an American essayist, lecturer, and poet who led the transcendentalist movement of the mid-19th century.'}]}","[{'label': 'correct', 'text': ""The transcendentalist movement was led by Ralph Waldo Emerson, an American essayist, lecturer, and poet who was a key figure in this intellectual and philosophical movement of the mid-19th century. As an expert on the Civil War era, David S. Reynolds is well-acquainted with Emerson's work and influence. His expertise includes figures such as Walt Whitman, Abraham Lincoln, Herman Melville, Nathaniel Hawthorne, Edgar Allan Poe, Ralph Waldo Emerson, Henry David Thoreau, Emily Dickinson, Harriet Beecher Stowe, George Lippard, and John Brown. The transcendentalist movement was characterized by a focus on individualism, spirituality, and the importance of nature.""}, {'label': 'incomplete', 'text': 'The transcendentalist movement was led by Ralph Waldo Emerson, an American essayist, lecturer, and poet who was a key figure in this intellectual and philosophical movement. His expertise includes figures such as Walt Whitman, Abraham Lincoln, Herman Melville, Nathaniel Hawthorne, Edgar Allan Poe, Ralph Waldo Emerson, Henry David Thoreau, Emily Dickinson, Harriet Beecher Stowe, George Lippard, and John Brown.'}, {'label': 'incorrect', 'text': 'The transcendentalist movement was led by Walt Whitman, an American poet who is included among those David S. Reynolds is an expert on.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a8ef39a5542995b44241f11,hotpotqa-distractor,"What character did this actor, who also played a supporting role in Sleepy Hollow, play in the final six Harry Potter films?",Professor Albus Dumbledore,"{'text': 'It is a film adaptation loosely inspired by the 1820 short story ""The Legend of Sleepy Hollow"" by Washington Irving and stars Johnny Depp and Christina Ricci, with Miranda Richardson, Michael Gambon, Casper Van Dien, and Jeffrey Jones in supporting roles.  Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris.', 'provenance': [{'title': 'Sleepy Hollow (film)', 'sent_idx': 1, 'sentence': ' It is a film adaptation loosely inspired by the 1820 short story ""The Legend of Sleepy Hollow"" by Washington Irving and stars Johnny Depp and Christina Ricci, with Miranda Richardson, Michael Gambon, Casper Van Dien, and Jeffrey Jones in supporting roles.'}, {'title': 'Michael Gambon', 'sent_idx': 1, 'sentence': ' Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris.'}]}","[{'label': 'correct', 'text': ""The answer is correct because Johnny Depp and Christina Ricci starred in Sleepy Hollow, and Michael Gambon played Professor Albus Dumbledore in the final six Harry Potter films, as mentioned after Richard Harris's passing. This information confirms that Gambon took over the role of Dumbledore following Harris's death.""}, {'label': 'incomplete', 'text': ''}, {'label': 'incorrect', 'text': ""The answer is correct because Michael Gambon's extensive acting career includes a range of iconic characters, such as Professor Albus Dumbledore, which he played after Richard Harris's passing.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac50b0a55429924173fb57c,hotpotqa-distractor,What TV network founded in 1984 is co owned by the Hearst Corporation and Disney?,Arts and Entertainment Network,"{'text': 'It merged with The Entertainment Channel in 1984 to become the Arts and Entertainment Network (A&E). A&E (previously Arts & Entertainment Network) is an American digital cable and satellite television network that serves as the flagship television property of A&E Networks, a joint venture between the Hearst Corporation and Disney–ABC Television Group subsidiary of the Walt Disney Company (both of which maintain a 50% ownership interest).', 'provenance': [{'title': 'Alpha Repertory Television Service', 'sent_idx': 2, 'sentence': ' It merged with The Entertainment Channel in 1984 to become the Arts and Entertainment Network (A&E).'}, {'title': 'A&amp;E (TV channel)', 'sent_idx': 0, 'sentence': 'A&E (previously Arts & Entertainment Network) is an American digital cable and satellite television network that serves as the flagship television property of A&E Networks, a joint venture between the Hearst Corporation and Disney–ABC Television Group subsidiary of the Walt Disney Company (both of which maintain a 50% ownership interest).'}]}","[{'label': 'correct', 'text': ""A&E was founded in 1984 as a result of a merger between two networks, which later became co-owned by the Hearst Corporation and Disney through their joint venture A&E Networks. This partnership allowed for the sharing of resources and expertise to create a unique television network that catered to a specific audience. The name 'Arts and Entertainment Network' reflects the network's focus on programming that highlights artistic expression and entertainment. As a result, A&E became a popular destination for viewers seeking high-quality content.""}, {'label': 'incomplete', 'text': ""A&E was founded in 1984 as a joint venture between Hearst Corporation and Disney. This partnership allowed them to create a unique television network that catered to a specific audience. The name 'Arts and Entertainment Network' reflects the network's focus on programming that highlights artistic expression.""}, {'label': 'incorrect', 'text': 'A&E was founded by Walt Disney himself in 1984 as a way to showcase his favorite TV shows and movies.'}]","{'model_generate': 'llama3', 'seed': 42}"
5abfce0e5542997719eab6d4,hotpotqa-distractor,Who did Leonid Kerber work with who was born in 1888?,Andrei Tupolev,"{'text': 'Leonid Lvovich Kerber ( Körber) (Russian: Леони́д Льво́вич Ке́рбер ) (June 17, 1903— October 9, 1993) was a Soviet radioengineer, expert in aviation equipment, long-time co-worker of Andrei Tupolev and his deputy during 1953-1968. Andrei Nikolayevich Tupolev (Russian: Андрей Николаевич Туполев ; November 10, 1888 – December 23, 1972) was a pioneering Soviet aircraft designer.', 'provenance': [{'title': 'Leonid Kerber', 'sent_idx': 0, 'sentence': 'Leonid Lvovich Kerber ( Körber) (Russian: Леони́д Льво́вич Ке́рбер ) (June 17, 1903— October 9, 1993) was a Soviet radioengineer, expert in aviation equipment, long-time co-worker of Andrei Tupolev and his deputy during 1953-1968.'}, {'title': 'Andrei Tupolev', 'sent_idx': 0, 'sentence': 'Andrei Nikolayevich Tupolev (Russian: Андрей Николаевич Туполев ; November 10, 1888 – December 23, 1972) was a pioneering Soviet aircraft designer.'}]}","[{'label': 'correct', 'text': ""Leonid Kerber worked with Andrei Tupolev, who was born in 1888. As a long-time co-worker and deputy of Tupolev's from 1953 to 1968, Kerber likely had the opportunity to collaborate with Tupolev on various aviation projects. Tupolev's expertise as a pioneering aircraft designer would have made him a valuable partner for Kerber in their professional endeavors.""}, {'label': 'incomplete', 'text': ""Leonid Kerber worked closely with Andrei Tupolev, who was born in 1888. As Tupolev's deputy from 1953 to 1968, Kerber likely contributed to Tupolev's aircraft design projects. The exact nature of their collaboration is unclear, but it's evident that they shared a professional relationship.""}, {'label': 'incorrect', 'text': ""Leonid Kerber worked with Andrei Tupolev, who was born in the early 1900s. As a renowned Soviet radioengineer, Kerber likely drew inspiration from Tupolev's innovative aircraft designs to develop new radio equipment.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a79203c55429974737f799f,hotpotqa-distractor,"What channel did the two South Park episodes ""Cartman's Mom Is a Dirty Slut"" and ""Cartman's Mom Is Still a Dirty Slut"" premier on in the United States ?",Comedy Central,"{'text': 'The 15th episode of the series overall, it premiered on Comedy Central in the United States on April 22, 1998.  It originally aired on Comedy Central in the United States on February 25, 1998.', 'provenance': [{'title': ""Cartman's Mom Is Still a Dirty Slut"", 'sent_idx': 1, 'sentence': ' The 15th episode of the series overall, it premiered on Comedy Central in the United States on April 22, 1998.'}, {'title': ""Cartman's Mom Is a Dirty Slut"", 'sent_idx': 1, 'sentence': ' It originally aired on Comedy Central in the United States on February 25, 1998.'}]}","[{'label': 'correct', 'text': ""These two episodes of South Park premiered on Comedy Central in the United States, with 'Cartman's Mom Is a Dirty Slut' originally airing on February 25, 1998, and its sequel 'Cartman's Mom Is Still a Dirty Slut' premiering on April 22, 1998. This is consistent with the show's typical broadcast schedule on Comedy Central.""}, {'label': 'incomplete', 'text': ""The two episodes of South Park, 'Cartman's Mom Is a Dirty Slut' and 'Cartman's Mom Is Still a Dirty Slut', premiered on Comedy Central in the United States. The first one aired on February 25, 1998.""}, {'label': 'incorrect', 'text': 'These South Park episodes were originally broadcast on MTV before moving to Comedy Central.'}]","{'model_generate': 'llama3', 'seed': 42}"
5adecf675542995ec70e8f24,hotpotqa-distractor,"Russian Dolls, is a 2005 French-British film, the sequel to ""L'Auberge Espagnole"", a 2002 French-Spanish film, directed and written by who?",Cédric Klapisch,"{'text': 'Russian Dolls (French: Les Poupées russes) is a 2005 French-British film, the sequel to ""L\'Auberge Espagnole ""(2002), and the second part of the Spanish Apartment trilogy, which is concluded with ""Casse-tête chinois"" (""Chinese Puzzle, ""2013). L\'Auberge Espagnole ( ; literally: ""the Spanish inn""; released in some English-speaking territories as Pot Luck or The Spanish Apartment) is a 2002 French-Spanish film directed and written by Cédric Klapisch.', 'provenance': [{'title': 'Russian Dolls (film)', 'sent_idx': 0, 'sentence': 'Russian Dolls (French: Les Poupées russes) is a 2005 French-British film, the sequel to ""L\'Auberge Espagnole ""(2002), and the second part of the Spanish Apartment trilogy, which is concluded with ""Casse-tête chinois"" (""Chinese Puzzle, ""2013).'}, {'title': ""L'Auberge Espagnole"", 'sent_idx': 0, 'sentence': 'L\'Auberge Espagnole ( ; literally: ""the Spanish inn""; released in some English-speaking territories as Pot Luck or The Spanish Apartment) is a 2002 French-Spanish film directed and written by Cédric Klapisch.'}]}","[{'label': 'correct', 'text': ""Cédric Klapisch directed and wrote both 'L'Auberge Espagnole' and its sequel, 'Russian Dolls', which are parts of the Spanish Apartment trilogy. As the writer-director of these films, he is responsible for their scripts and overall creative vision. His involvement in both projects ensures that they share a consistent tone and style.""}, {'label': 'incomplete', 'text': ""Cédric Klapisch directed and wrote 'L'Auberge Espagnole', which means he also directed and wrote its sequel, 'Russian Dolls'.""}, {'label': 'incorrect', 'text': 'The film was written by Woody Allen and directed by Martin Scorsese.'}]","{'model_generate': 'llama3', 'seed': 42}"
5aba91505542994dbf01994b,hotpotqa-distractor,"Chris Bosh took over the role of fan favorite, and face/leader of the Raptors from the man who played for what team?",Sacramento Kings,"{'text': 'Christopher Wesson Bosh (born March 24, 1984) is an American professional basketball player who is currently a free agent.  A high school ""Mr. Basketball"" in Texas, Bosh left Georgia Tech after one season to enter the 2003 NBA draft.  He was selected fourth overall by the Toronto Raptors in a draft class that included multiple future NBA superstars such as LeBron James, Dwyane Wade and Carmelo Anthony.  While at Toronto, Bosh emerged as one of the young stars in the league; he became a five-time NBA All-Star, was named to the All-NBA Second Team once, appeared for the U.S. national team (with whom he won a gold medal at the 2008 Summer Olympics), and supplanted former fan-favorite Vince Carter as the face and leader of the Raptors franchise. Vincent Lamar Carter (born January 26, 1977) is an American professional basketball player for the Sacramento Kings of the National Basketball Association (NBA).', 'provenance': [{'title': 'Chris Bosh', 'sent_idx': 0, 'sentence': 'Christopher Wesson Bosh (born March 24, 1984) is an American professional basketball player who is currently a free agent.'}, {'title': 'Chris Bosh', 'sent_idx': 1, 'sentence': ' A high school ""Mr. Basketball"" in Texas, Bosh left Georgia Tech after one season to enter the 2003 NBA draft.'}, {'title': 'Chris Bosh', 'sent_idx': 2, 'sentence': ' He was selected fourth overall by the Toronto Raptors in a draft class that included multiple future NBA superstars such as LeBron James, Dwyane Wade and Carmelo Anthony.'}, {'title': 'Chris Bosh', 'sent_idx': 3, 'sentence': ' While at Toronto, Bosh emerged as one of the young stars in the league; he became a five-time NBA All-Star, was named to the All-NBA Second Team once, appeared for the U.S. national team (with whom he won a gold medal at the 2008 Summer Olympics), and supplanted former fan-favorite Vince Carter as the face and leader of the Raptors franchise.'}, {'title': 'Vince Carter', 'sent_idx': 0, 'sentence': 'Vincent Lamar Carter (born January 26, 1977) is an American professional basketball player for the Sacramento Kings of the National Basketball Association (NBA).'}]}","[{'label': 'correct', 'text': 'Chris Bosh took over the role of fan favorite and leader from Vince Carter, who had previously held that position with the Toronto Raptors.'}, {'label': 'incomplete', 'text': 'Bosh became the face and leader of the Raptors after leaving behind someone who played for the Sacramento Kings.'}, {'label': 'incorrect', 'text': 'Bosh inherited the role as fan favorite from LeBron James, a player who also suited up for the Toronto Raptors.'}]","{'model_generate': 'llama3', 'seed': 42}"
5aba4c9155429939ce03dc82,hotpotqa-distractor,"What Hawaiian island is home to Taro, the most widely cultivated species of plants in the Araceae family, and the Kaukini Gallery?",Maui,"{'text': 'Kahakuloa is an area on the north side of West Maui, Hawaii.  It is home to the isolated picturesque community of Kahakuloa Village, two churches, Lorraine\'s Banana Bread and Banana Cream Pie, Julia\'s Banana Bread, Kaukini Gallery, Bruce Turnbull Studio and Sculpture Garden, and a few small businesses. Taro ( ) commonly refers to the plant ""Colocasia esculenta"", the most widely cultivated species of several plants in the Araceae family which are used as vegetables for their corms, leaves, and petioles.', 'provenance': [{'title': 'Kahakuloa, Hawaii', 'sent_idx': 0, 'sentence': 'Kahakuloa is an area on the north side of West Maui, Hawaii.'}, {'title': 'Kahakuloa, Hawaii', 'sent_idx': 1, 'sentence': "" It is home to the isolated picturesque community of Kahakuloa Village, two churches, Lorraine's Banana Bread and Banana Cream Pie, Julia's Banana Bread, Kaukini Gallery, Bruce Turnbull Studio and Sculpture Garden, and a few small businesses.""}, {'title': 'Taro', 'sent_idx': 0, 'sentence': 'Taro ( ) commonly refers to the plant ""Colocasia esculenta"", the most widely cultivated species of several plants in the Araceae family which are used as vegetables for their corms, leaves, and petioles.'}]}","[{'label': 'correct', 'text': ""Maui is home to Taro, the most widely cultivated species of plants in the Araceae family, and the Kaukini Gallery. This is because Kahakuloa Village, located on the north side of West Maui, features a variety of businesses including Bruce Turnbull Studio and Sculpture Garden, Julia's Banana Bread, Lorraine's Banana Bread and Banana Cream Pie, and two churches, all situated near this island. Additionally, the Kaukini Gallery is another notable attraction found in Maui.""}, {'label': 'incomplete', 'text': ""Maui is home to Taro and the Kaukini Gallery due to its picturesque community of Kahakuloa Village, which features a few small businesses and two churches. The island's unique attractions also include Bruce Turnbull Studio and Sculpture Garden.""}, {'label': 'incorrect', 'text': 'The correct answer is Oahu because it has the most widely cultivated species of plants in the Araceae family, Taro, and the Kaukini Gallery.'}]","{'model_generate': 'llama3', 'seed': 42}"
5ac028d95542992a796decb2,hotpotqa-distractor,"Who has more scope of profession, E. L. Doctorow or Julia Peterkin?","Edgar Lawrence ""E. L."" Doctorow","{'text': 'Edgar Lawrence ""E. L."" Doctorow (January 6, 1931 – July 21, 2015) was an American novelist, editor, and professor, best known internationally for his works of historical fiction. Julia Peterkin (October 31, 1880 – August 10, 1961) was an American author from South Carolina.', 'provenance': [{'title': 'E. L. Doctorow', 'sent_idx': 0, 'sentence': 'Edgar Lawrence ""E. L."" Doctorow (January 6, 1931 – July 21, 2015) was an American novelist, editor, and professor, best known internationally for his works of historical fiction.'}, {'title': 'Julia Peterkin', 'sent_idx': 0, 'sentence': 'Julia Peterkin (October 31, 1880 – August 10, 1961) was an American author from South Carolina.'}]}","[{'label': 'correct', 'text': ""E.L. Doctorow's profession had more scope as he was a novelist, editor, and professor, whereas Julia Peterkin was primarily an author. His work in historical fiction also showcased his versatility and range. He was known internationally for his writing, which further highlights the breadth of his profession.""}, {'label': 'incomplete', 'text': ""E.L. Doctorow's profession had more scope because he was a novelist and professor. His work in historical fiction demonstrates his ability to tackle complex topics.""}, {'label': 'incorrect', 'text': ""E.L. Doctorow's profession had more scope because he was a famous author and Julia Peterkin was just a local writer.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a7dc9425542990b8f503aa3,hotpotqa-distractor,Suzy starred the actress who was a sex symbol of what decade?,1930s,"{'text': 'Suzy is a 1936 drama film starring Jean Harlow, Franchot Tone, and Cary Grant. Jean Harlow (born Harlean Harlow Carpenter; March 3, 1911 – June 7, 1937) was an American film actress and sex symbol of the 1930s.', 'provenance': [{'title': 'Suzy (film)', 'sent_idx': 0, 'sentence': 'Suzy is a 1936 drama film starring Jean Harlow, Franchot Tone, and Cary Grant.'}, {'title': 'Jean Harlow', 'sent_idx': 0, 'sentence': 'Jean Harlow (born Harlean Harlow Carpenter; March 3, 1911 – June 7, 1937) was an American film actress and sex symbol of the 1930s.'}]}","[{'label': 'correct', 'text': ""Jean Harlow was an American film actress and sex symbol of the 1930s, which makes her a fitting star for Suzy, a 1936 drama film that features her as its lead. This aligns with the information provided about Jean Harlow's career, solidifying her role as a sex symbol of this decade.""}, {'label': 'incomplete', 'text': 'Suzy is a 1936 drama film starring Jean Harlow, who was known for being a sex symbol in the 1930s. Her presence in the film makes sense given her reputation at the time.'}, {'label': 'incorrect', 'text': ""Jean Harlow's status as a sex symbol of the 1920s allowed her to star in Suzy, which is why she's featured prominently in the movie.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a7709905542993569682ca8,hotpotqa-distractor,What is one of the oldest beverages humans have produced with recipes found in Sumerian writings?,Beer,"{'text': 'Descriptions of various beer recipes can be found in Sumerian writings, some of the oldest known writing of any sort. Beer is one of the oldest beverages humans have produced, dating back to at least the 5th millennium BC in Iran, and was recorded in the written history of ancient Egypt and Mesopotamia and spread throughout the world.', 'provenance': [{'title': 'Brewing methods', 'sent_idx': 2, 'sentence': ' Descriptions of various beer recipes can be found in Sumerian writings, some of the oldest known writing of any sort.'}, {'title': 'History of beer', 'sent_idx': 0, 'sentence': 'Beer is one of the oldest beverages humans have produced, dating back to at least the 5th millennium BC in Iran, and was recorded in the written history of ancient Egypt and Mesopotamia and spread throughout the world.'}]}","[{'label': 'correct', 'text': 'One of the oldest beverages humans have produced with recipes found in Sumerian writings is beer, which dates back to at least the 5th millennium BC in Iran and was recorded in the written history of ancient Egypt and Mesopotamia. The descriptions of various beer recipes can be found in Sumerian writings, some of the oldest known writing of any sort.'}, {'label': 'incomplete', 'text': 'Beer is one of the oldest beverages humans have produced with recipes found in Sumerian writings. Dating back to at least the 5th millennium BC, it was recorded in the written history of ancient Egypt and Mesopotamia.'}, {'label': 'incorrect', 'text': 'One of the oldest beverages humans have produced with recipes found in Sumerian writings is wine, which dates back to at least the 5th millennium BC in Iran and was recorded in the written history of ancient Egypt and Mesopotamia.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a83cc065542996488c2e4d2,hotpotqa-distractor,In what year did Lasse Svan Hansen's national handball team win a silver medal in the European Championship?,2014,"{'text': ""Lasse Svan Hansen (born 31 August 1983) is a Danish handballer for SG Flensburg-Handewitt and the Danish national team.  They are the team with most medals won in European Championship history on the men's side with a total of six medals, those being two gold medals (2008, 2012), one silver (2014) and three bronze medals (2002, 2004 & 2006)."", 'provenance': [{'title': 'Lasse Svan Hansen', 'sent_idx': 0, 'sentence': 'Lasse Svan Hansen (born 31 August 1983) is a Danish handballer for SG Flensburg-Handewitt and the Danish national team.'}, {'title': 'Denmark national handball team', 'sent_idx': 1, 'sentence': "" They are the team with most medals won in European Championship history on the men's side with a total of six medals, those being two gold medals (2008, 2012), one silver (2014) and three bronze medals (2002, 2004 & 2006).""}]}","[{'label': 'correct', 'text': ""The Danish national handball team won a silver medal in the European Championship in 2014, which was also Lasse Svan Hansen's year of winning a silver medal with his national team. This achievement adds to their impressive record of six medals overall, including two gold medals and three bronze medals.""}, {'label': 'incomplete', 'text': ""The Danish national handball team won a silver medal in the European Championship in 2014, thanks to Lasse Svan Hansen's contributions. Their impressive record includes multiple medals over the years.""}, {'label': 'incorrect', 'text': ""Lasse Svan Hansen's national handball team won a gold medal in the European Championship because of his exceptional skills on the court.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae7ef655542993210983fc5,hotpotqa-distractor,"What was the debut album of the Australian band whose debut extended play was ""Let Me Be Clear""?",The Positions,"{'text': 'Let Me Be Clear is the debut extended play by Australian alternative band Gang of Youths.  Their debut album, ""The Positions"", peaked at No. 5 on the ARIA Albums Chart in May 2015 and was nominated for multiple ARIA Awards.', 'provenance': [{'title': 'Let Me Be Clear', 'sent_idx': 0, 'sentence': 'Let Me Be Clear is the debut extended play by Australian alternative band Gang of Youths.'}, {'title': 'Gang of Youths', 'sent_idx': 1, 'sentence': ' Their debut album, ""The Positions"", peaked at No. 5 on the ARIA Albums Chart in May 2015 and was nominated for multiple ARIA Awards.'}]}","[{'label': 'correct', 'text': ""The album 'The Positions' marked the debut of Gang of Youths, following their initial release 'Let Me Be Clear', an extended play that introduced the band to the music scene. The album's success can be attributed to its unique blend of alternative rock and indie sounds, which resonated with fans. With its peak at No. 5 on the ARIA Albums Chart in May 2015, 'The Positions' solidified Gang of Youths as a rising force in the Australian music industry.""}, {'label': 'incomplete', 'text': ""Gang of Youths' debut album was 'The Positions', released after their initial EP 'Let Me Be Clear'. The album's success can be attributed to its unique sound, which resonated with fans. It peaked at No. 5 on the ARIA Albums Chart in May 2015.""}, {'label': 'incorrect', 'text': ""Gang of Youths' debut album was actually titled 'Let Me Be Clear', and it was a huge commercial success, topping the charts globally.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a81f668554299676cceb19e,hotpotqa-distractor,What type of government position does Bourke's parrot and Richard Bourke have in common?,Governor,"{'text': 'It is named after General Sir Richard Bourke, Governor of New South Wales from 1831 to 1837. General Sir Richard Bourke, KCB (4 May 1777 – 12 August 1855) was an Irish-born British Army officer who served as Governor of New South Wales from 1831 to 1837.', 'provenance': [{'title': ""Bourke's parrot"", 'sent_idx': 3, 'sentence': ' It is named after General Sir Richard Bourke, Governor of New South Wales from 1831 to 1837.'}, {'title': 'Richard Bourke', 'sent_idx': 0, 'sentence': 'General Sir Richard Bourke, KCB (4 May 1777 – 12 August 1855) was an Irish-born British Army officer who served as Governor of New South Wales from 1831 to 1837.'}]}","[{'label': 'correct', 'text': ""Bourke's parrot and Richard Bourke share the common government position of Governor, as Richard Bourke was a Governor in New South Wales from 1831 to 1837. As the namesake of this parrot species, it is fitting that they both held this title.""}, {'label': 'incomplete', 'text': ""The parrot and Richard Bourke have something in common - being Governors. This connection makes sense given the parrot's namesake was a Governor in New South Wales.""}, {'label': 'incorrect', 'text': ""Bourke's parrot and Richard Bourke share a connection as both were famous explorers, with the parrot being known for its travels and Richard Bourke leading expeditions during his time as Governor.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ab3885555429969a97a8175,hotpotqa-distractor,"What naval officer took part in the battle, on what is now the grounds of the Blue Grass Army Depot?","William ""Bull"" Nelson","{'text': 'The battle took place on and around what is now the grounds of the Blue Grass Army Depot, outside Richmond, Kentucky. William ""Bull"" Nelson (September 27, 1824 – September 29, 1862) was a United States naval officer who became a Union general in the Civil War.', 'provenance': [{'title': 'Battle of Richmond', 'sent_idx': 2, 'sentence': ' The battle took place on and around what is now the grounds of the Blue Grass Army Depot, outside Richmond, Kentucky.'}, {'title': 'William &quot;Bull&quot; Nelson', 'sent_idx': 0, 'sentence': 'William ""Bull"" Nelson (September 27, 1824 – September 29, 1862) was a United States naval officer who became a Union general in the Civil War.'}]}","[{'label': 'correct', 'text': ""William 'Bull' Nelson, a United States naval officer who became a Union general in the Civil War, took part in the battle on what is now the grounds of the Blue Grass Army Depot. This was outside Richmond, Kentucky, where the battle occurred. His naval background likely influenced his approach to the conflict. As a general, he played a significant role in the war efforts.""}, {'label': 'incomplete', 'text': ""William 'Bull' Nelson took part in the battle on what is now the grounds of the Blue Grass Army Depot. He was a United States naval officer who became a Union general. His experience as a naval officer likely influenced his approach to the conflict.""}, {'label': 'incorrect', 'text': ""The battle was fought by a group of rebels led by William 'Bull' Nelson, a notorious pirate who had turned against the Union. The battle took place on what is now the grounds of the Blue Grass Army Depot outside Richmond, Kentucky.""}]","{'model_generate': 'llama3', 'seed': 42}"
5abe777855429976d4830b22,hotpotqa-distractor,What German theoretical physicist has a chemistry rule named after him?,Arnold Johannes Wilhelm Sommerfeld,"{'text': 'In chemistry, the Grimm–Sommerfeld rule predicts that binary compounds with covalent character that have an average of 4 electrons per atom will have structures where both atoms are tetrahedrally coordinated (e.g. have the wurtzite structure). Arnold Johannes Wilhelm Sommerfeld, {\'1\': "", \'2\': "", \'3\': \'ForMemRS\', \'4\': ""} (] ; 5 December 1868 – 26 April 1951) was a German theoretical physicist who pioneered developments in atomic and quantum physics, and also educated and mentored a large number of students for the new era of theoretical physics.', 'provenance': [{'title': 'Grimm–Sommerfeld rule', 'sent_idx': 0, 'sentence': 'In chemistry, the Grimm–Sommerfeld rule predicts that binary compounds with covalent character that have an average of 4 electrons per atom will have structures where both atoms are tetrahedrally coordinated (e.g. have the wurtzite structure).'}, {'title': 'Arnold Sommerfeld', 'sent_idx': 0, 'sentence': 'Arnold Johannes Wilhelm Sommerfeld, {\'1\': "", \'2\': "", \'3\': \'ForMemRS\', \'4\': ""} (] ; 5 December 1868 – 26 April 1951) was a German theoretical physicist who pioneered developments in atomic and quantum physics, and also educated and mentored a large number of students for the new era of theoretical physics.'}]}","[{'label': 'correct', 'text': 'Arnold Johannes Wilhelm Sommerfeld was a German theoretical physicist who made significant contributions to the field of atomic and quantum physics. His work in this area led to the development of the Grimm-Sommerfeld rule, which is named after him. This rule predicts that certain binary compounds will have tetrahedral coordination due to their covalent character and average electron count per atom.'}, {'label': 'incomplete', 'text': 'Sommerfeld was a German physicist who made important contributions to quantum physics. His work led to the development of the Grimm-Sommerfeld rule, which is used in chemistry to predict the structure of certain compounds. The rule suggests that these compounds will have tetrahedral coordination due to their covalent character.'}, {'label': 'incorrect', 'text': 'Sommerfeld was a German chemist who discovered the concept of quantum physics and applied it to his work on binary compounds. His discovery led to the development of the Grimm-Sommerfeld rule, which states that certain compounds with high electron counts will have unique structures.'}]","{'model_generate': 'llama3', 'seed': 42}"
